PRODUCT_AREA,TYPE_NAME_ENGLISH,count
Display cabinets,Storage with sliding glass doors,84
Display cabinets,Storage combination w glass-doors,65
Display cabinets,Glass-door cabinet with base,42
Display cabinets,Glass-door cabinet with plinth,29
Display cabinets,Storage combination w glass doors,25
Display cabinets,Storage combination w doors/drawers,20
Display cabinets,Bookcase combination w glass doors,5
Display cabinets,Bookcase with panel/glass doors,5
Display cabinets,Storage comb w sliding glass doors,2
Doormats & accessories,Door mat,1135
Doormats & accessories,"Door mat, indoor",225
Doormats & accessories,Rug underlay with anti-slip,164
Doormats & accessories,Anti-slip underlay,16
Drinking glasses,Glass,1541
Drinking glasses,Wine glass,283
Drinking glasses,Red wine glass,155
Drinking glasses,9-bottle wine rack,106
Drinking glasses,Whiskey glass,74
Drinking glasses,Ice cube tray,72
Drinking glasses,Champagne flute,70
Drinking glasses,Champagne coupe,68
Drinking glasses,Beer tankard,55
Drinking glasses,Beer glass,50
Drinking glasses,Coaster,46
Drinking glasses,Goblet,42
Drinking glasses,White wine glass,42
Drinking glasses,Snaps glass,33
Drinking glasses,Martini glass,28
Drinking glasses,Coasters with holder,23
Drinking glasses,Champagne glass,21
Drinking glasses,Margarita glass,17
Drinking glasses,Double wall glass,16
Drinking glasses,3-piece bar set,14
Drinking glasses,Drinking straws/cleaning brushes,14
Drinking glasses,12-bottle wine rack,12
Drinking glasses,4-bottle wine rack,12
Drinking glasses,Drinking straw,11
Drinking glasses,Brandy glass,8
Drinking glasses,Ice cube tray with lid,7
Drinking glasses,5-pc drink strw/spoon set w clng br,5
Duvet covers,Duvet cover and pillowcase(s),30
Duvets,"Duvet insert, warm",13
Easy to prepare,"Vegetable medallion, frozen",473
Easy to prepare,Plant balls,308
Easy to prepare,"Potato fritters, frozen",289
Easy to prepare,"Mashed potatoes, frozen",246
Easy to prepare,Pasta,43
Eat and drink on the go,Water bottle,126
Eat and drink on the go,Vacuum food container,49
Eat and drink on the go,"Snack container, set of 2",39
Eat and drink on the go,Lunch bag,37
Eat and drink on the go,Insulated travel mug,34
Eat and drink on the go,Jar with insert,29
Eat and drink on the go,Travel cutlery with case,28
Eat and drink on the go,Insulated steel flask,26
Eat and drink on the go,Snack container,22
Eat and drink on the go,Steel vacuum flask,16
Eat and drink on the go,"Insulated tiffin box, 2 tiers",15
Eat and drink on the go,Food container w lid and divider,12
Eat and drink on the go,Stackable lunch box for dry food,12
Eat and drink on the go,Vacuum flask,12
Eat and drink on the go,Bottle holder,7
Eat and drink on the go,Sports lid,7
Eat and drink on the go,Bottle carrier,6
Eat and drink on the go,Insulated flask,6
Eating textiles,Place mat,230
Eating textiles,Tablecloth,43
Eating textiles,Table runner,32
Eating textiles,Napkin,29
Eating textiles,Table-runner,25
Eating textiles,Coaster,14
Eating textiles,Coasters with holder,4
Extractor hoods,Wall mounted range hood,22
Extractor hoods,Under cabinet range hood,18
Extractor hoods,Ceiling-mounted range hood,2
Extractor hoods accessories,Back filler piece,4
Extractor hoods accessories,Charcoal filter with conversion kit,3
Flexible sleep solutions,Daybed frame with 2 drawers,15
Flexible sleep solutions,Daybed with 3 drawers/2 mattresses,10
Floor lamps,Floor lamp with swing arm,10
Floor lamps,Floor lamp,5
Floor lamps,Floor lamp with LED bulb,1
Food containers,Food container with lid,1645
Food containers,Food container,1101
Food containers,Resealable bag,888
Food containers,Jar with lid,641
Food containers,"Food container, set of 17",634
Food containers,Lid,567
Food containers,Dry food jar with lid,427
Food containers,"Food cover, set of 3",287
Food containers,Jar,129
Food containers,3-piece resealable bag set,107
Food containers,Bottle shaped jar with lid,86
Food containers,"Food cover, set of 2",83
Food containers,"Food container with lid, set of 3",56
Food containers,"Bowl with lid, set of 5",53
Food containers,Storage turntable,34
Food containers,Food cover,27
Food containers,"Sealing clip, set of 26",22
Food containers,"Food container with lid, set of 4",20
Food containers,"Tin with lid, set of 3",18
Food containers,Sealing clip,16
Food containers,"Sealing clip, set of 9",15
Food containers,"Food container with lid, set of 5",10
Food containers,"Storage tin with lid, set of 2",9
Food containers,"Insert for food container, set of 2",8
Food containers,Tin with lid,8
Food containers,"Insert for food container, set of 3",7
Food containers,Bottle-shaped jar with lid,2
Food containers,"Bowl with lid, set of 2",1
Food containers,Storage box for fridge,1
Footstools,Footstool with storage,91
Footstools,Ottoman,67
Footstools,Stool,50
Footstools,Cover for ottoman with storage,28
Footstools,Footstool frame,17
Footstools,Pouffe with storage,11
Footstools,Cover for footstool with storage,6
Frames,Frame,1744
Frames,Poster hanger,76
Frames,Collage frame for 8 photos,45
Frames,Collage frame for 4 photos,37
Frames,Adhesive hook for frame,26
Frames,Double-sided tape,7
Fridge/Freezers,Bottom-freezer refrigerator,26
Fridge/Freezers,Top-freezer refrigerator,17
Fridge/Freezers,French door refrigerator,13
Fridges,Wine cooler,1
Gaming,Gaming desk,174
Gaming,Mug holder,45
Gaming,Accessories stand,44
Gaming,Cpu stand with castors,21
Gaming,Gaming mouse pad,20
Gaming,Glass-door cabinet,15
Gaming,Pegboard,11
Gaming,Floor protector,9
Gaming,Pegboard combination,9
Gaming,Drawer unit on castors,8
Gaming,4-piece pegboard accessories set,7
Gaming,Mug with lid and straw,6
Gaming,Tabletop,3
Gaming,Table top,2
Gaming,Microphone arm,1
Gaming,Mouse bungee,1
Hallway furniture,Shoe mat,522
Hallway furniture,Shoe rack,488
Hallway furniture,Shoe cabinet with 2 compartments,325
Hallway furniture,Bench with shoe storage,303
Hallway furniture,Shoe/storage cabinet,294
Hallway furniture,Shoe cabinet with 4 compartments,218
Hallway furniture,Coat rack with shoe storage bench,203
Hallway furniture,Hat and coat stand,129
Hallway furniture,Shoe cabinet with 3 compartment,97
Hallway furniture,Shoe cabinet/storage,95
Hallway furniture,Shoe cabinet with 3 compartments,80
Hallway furniture,Hat rack,41
Hallway furniture,Storage bench,40
Hallway furniture,Coat rack with shoe storage unit,35
Hallway furniture,Bench with storage,14
Hallway furniture,Hat and coat rack,14
Hallway furniture,Shoe tray,2
Hangers and acc for clothes and shoes,Hanger,1608
Hangers and acc for clothes and shoes,Lint roller,276
Hangers and acc for clothes and shoes,Lint roller refill,205
Hangers and acc for clothes and shoes,Shoulder shaper for hanger,123
Hangers and acc for clothes and shoes,Shoehorn,100
Hangers and acc for clothes and shoes,Multi-use hanger,96
Hangers and acc for clothes and shoes,Skirt hanger,77
Hangers and acc for clothes and shoes,"Hanger, indoor/outdoor",55
Hangers and acc for clothes and shoes,Lint brush,23
Hangers and acc for clothes and shoes,Coat-hanger,22
Hangers and acc for clothes and shoes,Shoe shaper,10
Hangers and acc for clothes and shoes,Pants/skirt hanger,9
High tables,Bar table,24
High tables,Table with storage ladder,15
High tables,Table,5
High tables,Star base,1
Hobs,Portable induction cooktop,52
Hobs,Induction cooktop,42
Hobs,Induction cooktop/int. extractor,11
Hobs,Glass ceramic cooktop,8
Hobs,Gas cooktop,7
Home desk storage,Drawer unit,953
Home desk storage,Drawer unit on castors,585
Home desk storage,Drawer unit/drop file storage,375
Home desk storage,Drawer unit with 9 drawers,215
Home desk storage,Drawer unit on casters,209
Home desk storage,Castor,30
Home desk storage,Storage unit,17
Home desks,Desk,2744
Home desks,Tabletop,461
Home desks,Laptop table,268
Home desks,Leg,251
Home desks,Corner work station,247
Home desks,Table,179
Home desks,Desk with pull-out panel,161
Home desks,"Leg, adjustable",154
Home desks,Trestle,48
Home desks,Table top,39
Home desks,Leg with castor,30
Home desks,Leg cone-shaped,21
Home desks,Connection hardware,10
Home desks,Desk sit/stand,4
Home desks,Desk and chair,2
Home desks,Desk with 2 drawers,2
Home fragrance,Scented candle in glass,85
Home fragrance,Scented hanger,80
Home fragrance,Potpourri in a bag,44
Home fragrance,Scented candle in glass with lid,33
Home fragrance,Scented tealight,27
Home fragrance,Scented potpourri,21
Home fragrance,Scented cndl in glass w lid/2 wicks,15
Home fragrance,Dried bouquet,14
Home fragrance,Scented candle in metal cup,13
Home swivel chairs,Swivel chair,171
Home swivel chairs,Children's desk chair,15
Home swivel chairs,"Chair frame, swivel",13
Home swivel chairs,Seat shell,8
Home swivel chairs,"Junior chair frame, swivel",2
Home swivel chairs,Seat shell for junior chair,2
Hooks,Hook,205
Hooks,Hanger,168
Hooks,Rack with 5 hooks,86
Hooks,Folding hook,45
Hooks,Wall/door rack with knobs,36
Hooks,3-arm swivel hook,33
Hooks,Rack with 3 hooks,32
Hooks,Vertical clothes hanger,23
Hooks,Hook for door,21
Hooks,Wall hook,20
Hooks,Rack with 6 knobs,13
Hooks,Vertical hook rack,12
Hooks,Portable table hook,5
Hooks,"Hook, self-adhesive",2
Integrated lighting,LED night light,209
Integrated lighting,LED cabinet lighting strip w sensor,125
Integrated lighting,LED mini lamp,42
Integrated lighting,Connection cord,7
Integrated lighting,LED ktchn drawer lighting w sensor,5
Integrated lighting,LED wardrobe lighting strp w sensor,2
Interior organisers,Shelf,234
Interior organisers,Drawer,216
Interior organisers,Clothes rail,144
Interior organisers,Pull-out tray,92
Interior organisers,Soft closing hinge,88
Interior organisers,Mesh basket,70
Interior organisers,Glass shelf,56
Interior organisers,Pull-out rail for baskets,49
Interior organisers,Pull-out shoe shelf,42
Interior organisers,Drawer with framed front,41
Interior organisers,Drawer with glass front,36
Interior organisers,Mesh basket with pull-out rail,35
Interior organisers,Drawer mat,28
Interior organisers,Pull-out trouser hanger,20
Interior organisers,Drawer with framed glass front,19
Interior organisers,Shoe shelf,18
Interior organisers,Insert for pull-out tray,17
Interior organisers,Pull-out multi-use hanger,15
Interior organisers,Divider for frames,14
Interior organisers,Divider for pull-out tray,14
Interior organisers,Valet hanger,14
Interior organisers,Insert with compartments,13
Interior organisers,Pull-out tray with insert,10
Interior organisers,Insert for jewellery,7
Interior organisers,Insert with 4 compartments,7
Interior organisers,Pull-out pants hanger,7
Interior organisers,Pull-out tray with divider,7
Interior organisers,Soft closing hinge f/corner section,6
Interior organisers,Rail for sliding door frame,3
Interior organisers,Shoe insert for pull-out tray,3
Interior organisers,Divider for frame,2
Interior organisers,Fitting package for two track rail,2
Interior organisers,Soft closing hinge f corner section,2
Interior organisers,Storage with 4 compartments,2
Interior organisers,Adjustable clothes rail,1
Interior organisers,Clothes rail + 2 suspension rails,1
Interior organisers,Pull-out tray with drawer mat,1
Interior organisers,Pull-out tray with shoe insert,1
Interior organisers,Suspension rail,1
Interior organisers,Wire basket,1
Interior organisers,Wire basket with pull-out rail,1
Jugs and carafes,Pitcher with lid,195
Jugs and carafes,Carafe with stopper,144
Jugs and carafes,Jug,137
Jugs and carafes,Bottle with stopper,122
Jugs and carafes,Carafe,92
Jugs and carafes,Jar with tap,79
Jugs and carafes,Stand for jar with tap,33
Jugs and carafes,Beverage dispenser,14
Jugs and carafes,Wine cooler,7
Jugs and carafes,Champagne cooler,1
"Kitchen cabinets, kitchen legs, open frames",Base cabinet frame,154
"Kitchen cabinets, kitchen legs, open frames",Leg,137
"Kitchen cabinets, kitchen legs, open frames",Wall cabinet frame,115
"Kitchen cabinets, kitchen legs, open frames",High cabinet frame,69
"Kitchen cabinets, kitchen legs, open frames",Suspension rail,44
"Kitchen cabinets, kitchen legs, open frames",Base corner cabinet frame,23
"Kitchen cabinets, kitchen legs, open frames",Wall top cabinet frame,21
"Kitchen cabinets, kitchen legs, open frames",Corner wall cabinet frame,15
"Kitchen cabinets, kitchen legs, open frames",Wall cb w 2 shelves,10
"Kitchen cabinets, kitchen legs, open frames",Reinforced ventilated top rail,9
"Kitchen cabinets, kitchen legs, open frames",Open cabinet,7
"Kitchen cabinets, kitchen legs, open frames",Base cabinet with 3 drawers,6
"Kitchen cabinets, kitchen legs, open frames",Legs f cabinet,6
"Kitchen cabinets, kitchen legs, open frames",Wall cb w 2 shlvs/doors,6
"Kitchen cabinets, kitchen legs, open frames",Assembly kit for kitchen island,4
"Kitchen cabinets, kitchen legs, open frames",Open storage,4
"Kitchen cabinets, kitchen legs, open frames",Wall fr w shelves,4
"Kitchen cabinets, kitchen legs, open frames",Wine shelf,4
"Kitchen cabinets, kitchen legs, open frames",Base cabinet for oven,3
"Kitchen cabinets, kitchen legs, open frames",Legs f frame,3
"Kitchen cabinets, kitchen legs, open frames",Storage combination,3
"Kitchen cabinets, kitchen legs, open frames",Support bracket for kitchen island,3
"Kitchen cabinets, kitchen legs, open frames",Box,2
"Kitchen cabinets, kitchen legs, open frames",Supporting leg,2
"Kitchen cabinets, kitchen legs, open frames",Ventilation grille,2
"Kitchen cabinets, kitchen legs, open frames",Base cb f sink ,1
"Kitchen cabinets, kitchen legs, open frames",Base cb w 3 drawers ,1
"Kitchen cabinets, kitchen legs, open frames",Base fr w shelves,1
"Kitchen cabinets, kitchen legs, open frames",Corner base cabinet with shelf,1
"Kitchen cabinets, kitchen legs, open frames",Corner base cabinet with shelf/door,1
"Kitchen cabinets, kitchen legs, open frames",Drawer unit,1
"Kitchen cabinets, kitchen legs, open frames",High cabinet for fridge/freezer,1
"Kitchen cabinets, kitchen legs, open frames",High fr w shelves,1
"Kitchen cabinets, kitchen legs, open frames",Ventilated plinth,1
"Kitchen cabinets, kitchen legs, open frames",Wall cabinet,1
"Kitchen cabinets, kitchen legs, open frames",Wall cabinet with doors,1
"Kitchen cabinets, kitchen legs, open frames",Wall cb w 2 shlvs/door,1
Kitchen fixed interiors,Shelf,130
Kitchen fixed interiors,"Drawer, high",53
Kitchen fixed interiors,"Drawer, medium",52
Kitchen fixed interiors,"Drawer, low",43
Kitchen fixed interiors,Hinge w b-in damper for kitchen,41
Kitchen fixed interiors,Wire basket,32
Kitchen fixed interiors,Corner base cab pull-out fitting,24
Kitchen fixed interiors,Partition,22
Kitchen fixed interiors,Pull-out frame for waste sorting,20
Kitchen fixed interiors,Pull-out interior fittings,18
Kitchen fixed interiors,Corner base cabinet carousel,16
Kitchen fixed interiors,"Add-on side for drawer, high",15
Kitchen fixed interiors,Push opener,15
Kitchen fixed interiors,Wall corner cabinet carousel,13
Kitchen fixed interiors,Pull-out rack for cleaning supplies,10
Kitchen fixed interiors,Shelf for corner wall cabinet,8
Kitchen fixed interiors,"Add-on side for drawer, medium",7
Kitchen fixed interiors,"Drawer front, medium",7
Kitchen fixed interiors,Hinge,4
Kitchen fixed interiors,Low inner drawer with front,4
Kitchen fixed interiors,Connecting rail for fronts,3
Kitchen fixed interiors,"Drawer front, high",3
Kitchen fixed interiors,"Drawer front, low",3
Kitchen fixed interiors,Fixture for mounting door on drawer,3
Kitchen fixed interiors,Reinforced ventilated shelf,3
Kitchen fixed interiors,Shelf for corner base cabinet,2
Kitchen fixed interiors,Pull-out pantry,1
"Kitchen fronts, coverpanels, plinths and deco strips",Door,332
"Kitchen fronts, coverpanels, plinths and deco strips",Drawer front,169
"Kitchen fronts, coverpanels, plinths and deco strips",Cover panel,116
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet with 3 drawers,58
"Kitchen fronts, coverpanels, plinths and deco strips",Toekick,38
"Kitchen fronts, coverpanels, plinths and deco strips",Glass door,22
"Kitchen fronts, coverpanels, plinths and deco strips",Base cab with 2 fronts/3 drawers,19
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet w/3 fronts & 4 drawers,18
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet with 4 drawers,18
"Kitchen fronts, coverpanels, plinths and deco strips",2-p door/corner base cabinet set,17
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cabinet with 2 doors,15
"Kitchen fronts, coverpanels, plinths and deco strips",Rounded deco strip/moulding,14
"Kitchen fronts, coverpanels, plinths and deco strips",Corner base cabinet with carousel,13
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet with pull-out storage,12
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cabinet,12
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet f/sink & waste sorting,10
"Kitchen fronts, coverpanels, plinths and deco strips",Contoured deco strip/moulding,10
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet for recycling,9
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet/6 fronts/6 low drawers,9
"Kitchen fronts, coverpanels, plinths and deco strips",High cab w door/2 fronts/4 drawers,6
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet for sorting + 1 door,5
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet with 2 drawers,5
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet f/cooktop w/3 drawers,4
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet w 2 doors/2 drawers,4
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet w 3 fronts/4 drawers,4
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet with shelves/2 doors,4
"Kitchen fronts, coverpanels, plinths and deco strips",Decorative toekick,4
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cabinet with 2 glass doors,4
"Kitchen fronts, coverpanels, plinths and deco strips",Base cab f/cooktop with 2 drawers,3
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet w door/2 drawers,3
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet/p-out storage/2 drawer,3
"Kitchen fronts, coverpanels, plinths and deco strips",Corner wall cabinet with carousel,3
"Kitchen fronts, coverpanels, plinths and deco strips",High cab w 2drs/2 fronts/4 drawers,3
"Kitchen fronts, coverpanels, plinths and deco strips",High cabinet w/door & 4 drawers,3
"Kitchen fronts, coverpanels, plinths and deco strips",High cabinet w/door & 5 drawers,3
"Kitchen fronts, coverpanels, plinths and deco strips",High cb w 2 doors/shelves/5 drawers,3
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cabinet horizontal w 2 doors,3
"Kitchen fronts, coverpanels, plinths and deco strips",Base cab f cktp/3 fronts/2 drawers,2
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet f/sink & recycling,2
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet for sink + 2 doors,2
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet with drawer/2 doors,2
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet with drawer/door,2
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet/p-out storage/drawer,2
"Kitchen fronts, coverpanels, plinths and deco strips",Corner wall cabinet with shelves,2
"Kitchen fronts, coverpanels, plinths and deco strips",Deco strip,2
"Kitchen fronts, coverpanels, plinths and deco strips",Hc w p-o func 1dr/4drw,2
"Kitchen fronts, coverpanels, plinths and deco strips",High cabinet w/2 doors & 4 drawers,2
"Kitchen fronts, coverpanels, plinths and deco strips",High cabinet with shelves/2 doors,2
"Kitchen fronts, coverpanels, plinths and deco strips",Leg,2
"Kitchen fronts, coverpanels, plinths and deco strips",Rounded deco strip,2
"Kitchen fronts, coverpanels, plinths and deco strips",Top cab f fridge/freezer w push-op,2
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cabinet horizontal,2
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cabinet with 2 drawers,2
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cabinet with glass door,2
"Kitchen fronts, coverpanels, plinths and deco strips",Base cab f HAVSEN single bowl sink,1
"Kitchen fronts, coverpanels, plinths and deco strips",Base cab f sink/recycling/2 fronts,1
"Kitchen fronts, coverpanels, plinths and deco strips",Base cab f sink/waste sort/3 fronts,1
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet for oven,1
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet w 2 doors/3 drawers,1
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet w/2 doors & 3 drawers,1
"Kitchen fronts, coverpanels, plinths and deco strips",Base cabinet w/pull-out organizers,1
"Kitchen fronts, coverpanels, plinths and deco strips",Base cb f cktp/2 drs/2 frnt/1 drwr,1
"Kitchen fronts, coverpanels, plinths and deco strips",Corner base cab w pull-out fitting,1
"Kitchen fronts, coverpanels, plinths and deco strips",Corner wall cab/carousel/glass door,1
"Kitchen fronts, coverpanels, plinths and deco strips","Deco strip, contoured edge",1
"Kitchen fronts, coverpanels, plinths and deco strips",Decorative toekick for dishwasher,1
"Kitchen fronts, coverpanels, plinths and deco strips",High cab w 2 drs/3 fronts/5 drawers,1
"Kitchen fronts, coverpanels, plinths and deco strips",High cab w door/3 fronts/5 drawers,1
"Kitchen fronts, coverpanels, plinths and deco strips",High cabinet for fridge/freezer,1
"Kitchen fronts, coverpanels, plinths and deco strips",High cabinet with shelves/4 doors,1
"Kitchen fronts, coverpanels, plinths and deco strips",Top cab f fridge/freezer w 2 doors,1
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cab horiz gls door w push-open,1
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cab horizo 2 doors w push-open,1
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cabinet w 2 doors/2 drawers,1
"Kitchen fronts, coverpanels, plinths and deco strips",Wall cabinet with door/2 drawers,1
Kitchen interior organisers,Flatware tray,311
Kitchen interior organisers,Plastic bag dispenser,282
Kitchen interior organisers,Drawer mat,261
Kitchen interior organisers,Pot lid organiser,170
Kitchen interior organisers,Utensil tray,111
Kitchen interior organisers,Cutlery tray,109
Kitchen interior organisers,Waste bin,96
Kitchen interior organisers,Cover cap,68
Kitchen interior organisers,Bin with lid,51
Kitchen interior organisers,Pegboard drawer organiser,51
Kitchen interior organisers,Knife rack,22
Kitchen interior organisers,Plate holder,18
Kitchen interior organisers,Cutlery caddy,13
Kitchen interior organisers,Recycling solution,12
Kitchen interior organisers,Spice rack,11
Kitchen interior organisers,Adjustable organiser for drawer,10
Kitchen interior organisers,Towel rail,7
